metric,value,year,method,n_clusters
correlation,0.011092160084618219,2013,medoids,48
nrmse dc,3.0931509445286456,2013,medoids,48
rae dc,6.705484965705662,2013,medoids,48
correlation,0.00602481663029053,2014,medoids,48
nrmse dc,4.9661352092696704,2014,medoids,48
rae dc,9.324973273436507,2014,medoids,48
correlation,0.020440256231242532,2015,medoids,48
nrmse dc,6.967463760864576,2015,medoids,48
rae dc,15.356206400575147,2015,medoids,48
correlation,0.019116490915384293,2016,medoids,48
nrmse dc,7.009663377326614,2016,medoids,48
rae dc,16.097552110914545,2016,medoids,48
correlation,0.00470156759249718,2012,medoids,61
nrmse dc,2.5726702147126157,2012,medoids,61
rae dc,5.468890007665531,2012,medoids,61
correlation,0.010256946012564291,2013,medoids,61
nrmse dc,2.7643349742468826,2013,medoids,61
rae dc,5.33123188557128,2013,medoids,61
correlation,0.003086718464775151,2014,medoids,61
nrmse dc,4.508090468309814,2014,medoids,61
rae dc,7.403075658131919,2014,medoids,61
correlation,0.019605042159188606,2015,medoids,61
nrmse dc,6.585978663847269,2015,medoids,61
rae dc,13.890010207126677,2015,medoids,61
correlation,0.018281276843330363,2016,medoids,61
nrmse dc,6.436070422433912,2016,medoids,61
rae dc,13.896471731026402,2016,medoids,61
correlation,0.09135431913894221,2012,medoids,1
nrmse dc,12.073613580297655,2012,medoids,1
rae dc,6.711094703025786,2012,medoids,1
correlation,0.09434423446466245,2013,medoids,1
nrmse dc,12.969754728820627,2013,medoids,1
rae dc,5.347504587389836,2013,medoids,1
correlation,0.09509855164966312,2014,medoids,1
nrmse dc,14.54468158701718,2014,medoids,1
rae dc,8.6886931154375,2014,medoids,1
correlation,0.10375912576310542,2015,medoids,1
nrmse dc,15.81642645164134,2015,medoids,1
rae dc,13.941118411322615,2015,medoids,1
correlation,0.10660788261145852,2016,medoids,1
nrmse dc,15.095708734187204,2016,medoids,1
rae dc,15.014644311117541,2016,medoids,1
correlation,0.08797015176820444,2012,medoids,2
nrmse dc,6.273445323808276,2012,medoids,2
rae dc,4.841587419002038,2012,medoids,2
correlation,0.09096006709392468,2013,medoids,2
nrmse dc,6.784718841603379,2013,medoids,2
rae dc,5.640929266991232,2013,medoids,2
correlation,0.09171438427892535,2014,medoids,2
nrmse dc,8.445073154364318,2014,medoids,2
rae dc,8.100764289219683,2014,medoids,2
correlation,0.10037495839236765,2015,medoids,2
nrmse dc,9.944734287474791,2015,medoids,2
rae dc,13.784252371199651,2015,medoids,2
correlation,0.10322371524072076,2016,medoids,2
nrmse dc,9.823316357531949,2016,medoids,2
rae dc,12.908836583421815,2016,medoids,2
correlation,0.014345561602091328,2012,medoids,4
nrmse dc,3.62420276343355,2012,medoids,4
rae dc,5.612153809298673,2012,medoids,4
correlation,0.01679633841400315,2013,medoids,4
nrmse dc,4.0689186337786465,2013,medoids,4
rae dc,4.976149761716724,2013,medoids,4
correlation,0.017550655599003817,2014,medoids,4
nrmse dc,6.069744783434878,2014,medoids,4
rae dc,7.5240664385866,2014,medoids,4
correlation,0.026211229712446122,2015,medoids,4
nrmse dc,7.687575078853207,2015,medoids,4
rae dc,13.522335521608957,2015,medoids,4
correlation,0.029059986560799222,2016,medoids,4
nrmse dc,7.285626450732285,2016,medoids,4
rae dc,13.749703414693501,2016,medoids,4
correlation,0.002571878179115713,2012,medoids,8
nrmse dc,3.3058729726044724,2012,medoids,8
rae dc,7.02102922225703,2012,medoids,8
correlation,0.009695293007381442,2013,medoids,8
nrmse dc,3.3829187315570124,2013,medoids,8
rae dc,4.8232277287595124,2013,medoids,8
correlation,0.004841560352810914,2014,medoids,8
nrmse dc,5.412441833954413,2014,medoids,8
rae dc,8.945499907266624,2014,medoids,8
correlation,0.019043389154005757,2015,medoids,8
nrmse dc,7.013187556163267,2015,medoids,8
rae dc,13.111058625937995,2015,medoids,8
correlation,0.017719623838147514,2016,medoids,8
nrmse dc,7.109912614500598,2016,medoids,8
rae dc,15.258851439755619,2016,medoids,8
correlation,0.006006478315379778,2012,medoids,16
nrmse dc,3.0698929794498526,2012,medoids,16
rae dc,6.670822403825841,2012,medoids,16
correlation,0.013941905480126712,2013,medoids,16
nrmse dc,3.0826685050976153,2013,medoids,16
rae dc,5.479278240670413,2013,medoids,16
correlation,0.006771677932337572,2014,medoids,16
nrmse dc,5.0078407920264665,2014,medoids,16
rae dc,8.636660796052189,2014,medoids,16
correlation,0.023290001626751027,2015,medoids,16
nrmse dc,6.822981073139793,2015,medoids,16
rae dc,13.7859373254537,2015,medoids,16
correlation,0.021966236310892784,2016,medoids,16
nrmse dc,6.933534936072552,2016,medoids,16
rae dc,14.945637134876561,2016,medoids,16
correlation,0.003089142366661172,2012,medoids,32
nrmse dc,3.180730544998486,2012,medoids,32
rae dc,7.12976840365197,2012,medoids,32
correlation,0.010460077857606128,2013,medoids,32
nrmse dc,2.688245848338081,2013,medoids,32
rae dc,4.934169854698234,2013,medoids,32
correlation,0.006833374877382077,2014,medoids,32
nrmse dc,4.8714376177713214,2014,medoids,32
rae dc,9.094904721643308,2014,medoids,32
correlation,0.019808174004230444,2015,medoids,32
nrmse dc,6.512909599789555,2015,medoids,32
rae dc,13.663099461504023,2015,medoids,32
correlation,0.0184844086883722,2016,medoids,32
nrmse dc,7.155488350383661,2016,medoids,32
rae dc,15.80916248571556,2016,medoids,32
correlation,0.0013233057754038862,2012,medoids,48
nrmse dc,2.963750258799685,2012,medoids,48
rae dc,6.316825965029253,2012,medoids,48
correlation,0.00830301687605454,2013,medoids,48
nrmse dc,3.0081141962901157,2013,medoids,48
rae dc,5.7999876416187135,2013,medoids,48
correlation,0.0032199584806849035,2014,medoids,48
nrmse dc,4.842877383045928,2014,medoids,48
rae dc,8.320673111251335,2014,medoids,48
correlation,0.017651113022678855,2015,medoids,48
nrmse dc,6.834440479426096,2015,medoids,48
rae dc,14.48475457229924,2015,medoids,48
correlation,0.01632734770682061,2016,medoids,48
nrmse dc,6.9251883774283725,2016,medoids,48
rae dc,15.08671706170769,2016,medoids,48
correlation,0.0051864405690625155,2012,medoids,61
nrmse dc,3.13721305454065,2012,medoids,61
rae dc,7.601491478247471,2012,medoids,61
correlation,0.007863337859858599,2013,medoids,61
nrmse dc,2.771808126246249,2013,medoids,61
rae dc,5.689621060279294,2013,medoids,61
correlation,0.002263810835366827,2014,medoids,61
nrmse dc,4.8500634931739475,2014,medoids,61
rae dc,9.50218455782413,2014,medoids,61
correlation,0.014254512859046628,2015,medoids,61
nrmse dc,6.544429332612185,2015,medoids,61
rae dc,13.824745563724036,2015,medoids,61
correlation,0.012930747543188384,2016,medoids,61
nrmse dc,6.896284529743023,2016,medoids,61
rae dc,15.797679818909486,2016,medoids,61
correlation,0.09135431913894221,2012,medoids,1
nrmse dc,12.073613580297655,2012,medoids,1
rae dc,6.711094703025786,2012,medoids,1
correlation,0.09434423446466245,2013,medoids,1
nrmse dc,12.969754728820627,2013,medoids,1
rae dc,5.347504587389836,2013,medoids,1
correlation,0.09509855164966312,2014,medoids,1
nrmse dc,14.54468158701718,2014,medoids,1
rae dc,8.6886931154375,2014,medoids,1
correlation,0.10375912576310542,2015,medoids,1
nrmse dc,15.81642645164134,2015,medoids,1
rae dc,13.941118411322615,2015,medoids,1
correlation,0.10660788261145852,2016,medoids,1
nrmse dc,15.095708734187204,2016,medoids,1
rae dc,15.014644311117541,2016,medoids,1
correlation,0.08797015176820444,2012,medoids,2
nrmse dc,6.273445323808276,2012,medoids,2
rae dc,4.841587419002038,2012,medoids,2
correlation,0.09096006709392468,2013,medoids,2
nrmse dc,6.784718841603379,2013,medoids,2
rae dc,5.640929266991232,2013,medoids,2
correlation,0.09171438427892535,2014,medoids,2
nrmse dc,8.445073154364318,2014,medoids,2
rae dc,8.100764289219683,2014,medoids,2
correlation,0.10037495839236765,2015,medoids,2
nrmse dc,9.944734287474791,2015,medoids,2
rae dc,13.784252371199651,2015,medoids,2
correlation,0.10322371524072076,2016,medoids,2
nrmse dc,9.823316357531949,2016,medoids,2
rae dc,12.908836583421815,2016,medoids,2
correlation,0.014872601997747648,2012,medoids,4
nrmse dc,3.6927492804316735,2012,medoids,4
rae dc,5.7411667404875475,2012,medoids,4
correlation,0.017862517323467886,2013,medoids,4
nrmse dc,4.136230759747045,2013,medoids,4
rae dc,5.107573088907423,2013,medoids,4
correlation,0.018616834508468554,2014,medoids,4
nrmse dc,6.14704442610284,2014,medoids,4
rae dc,7.6686021952131656,2014,medoids,4
correlation,0.02727740862191086,2015,medoids,4
nrmse dc,7.761466201352161,2015,medoids,4
rae dc,13.675314845771952,2015,medoids,4
correlation,0.03012616547026396,2016,medoids,4
nrmse dc,7.3588486831833535,2016,medoids,4
rae dc,13.910695517553798,2016,medoids,4
correlation,0.0023827219190803253,2012,medoids,8
nrmse dc,3.380035349236041,2012,medoids,8
rae dc,7.315114687783191,2012,medoids,8
correlation,0.010231586518710811,2013,medoids,8
nrmse dc,3.401969754923266,2013,medoids,8
rae dc,4.6440278288818275,2013,medoids,8
correlation,0.006126954429801231,2014,medoids,8
nrmse dc,5.4656982133038925,2014,medoids,8
rae dc,9.238646938135771,2014,medoids,8
correlation,0.019579682665335125,2015,medoids,8
nrmse dc,7.002862688603663,2015,medoids,8
rae dc,12.988142081780408,2015,medoids,8
correlation,0.018255917349476885,2016,medoids,8
nrmse dc,7.197633902042239,2016,medoids,8
rae dc,15.57324931839105,2016,medoids,8
correlation,0.0028466921478160767,2012,medoids,16
nrmse dc,2.7398893592689784,2012,medoids,16
rae dc,4.894088175095082,2012,medoids,16
correlation,0.0087064085134921,2013,medoids,16
nrmse dc,3.3846922524775844,2013,medoids,16
rae dc,6.289199803811026,2013,medoids,16
correlation,0.004270889118160463,2014,medoids,16
nrmse dc,5.271814762782829,2014,medoids,16
rae dc,8.685692636225287,2014,medoids,16
correlation,0.018054504660116415,2015,medoids,16
nrmse dc,7.242338356681796,2015,medoids,16
rae dc,14.821462473718647,2015,medoids,16
correlation,0.016730739344258172,2016,medoids,16
nrmse dc,6.371293435844426,2016,medoids,16
rae dc,13.09553980275615,2016,medoids,16
correlation,0.004983782626154991,2012,medoids,32
nrmse dc,2.0325649513734536,2012,medoids,32
rae dc,4.0950482821948775,2012,medoids,32
correlation,0.012919209790901923,2013,medoids,32
nrmse dc,2.886880043974776,2013,medoids,32
rae dc,5.857168418218479,2013,medoids,32
correlation,0.005748982243112784,2014,medoids,32
nrmse dc,4.583333317756069,2014,medoids,32
rae dc,7.567616111673981,2014,medoids,32
correlation,0.02226730593752624,2015,medoids,32
nrmse dc,6.726170573076312,2015,medoids,32
rae dc,14.309092895778122,2015,medoids,32
correlation,0.020943540621667995,2016,medoids,32
nrmse dc,5.998870037116009,2016,medoids,32
rae dc,13.165114248899329,2016,medoids,32
correlation,0.005943883235296155,2012,medoids,48
nrmse dc,3.8643369163182797,2012,medoids,48
rae dc,10.571958587922659,2012,medoids,48
correlation,0.007461797680348196,2013,medoids,48
nrmse dc,3.174055618926675,2013,medoids,48
rae dc,6.567396221824258,2013,medoids,48
correlation,0.003705362512331778,2014,medoids,48
nrmse dc,5.684856187250695,2014,medoids,48
rae dc,12.380194018163111,2014,medoids,48
correlation,0.012812961182081676,2015,medoids,48
nrmse dc,6.67599937438851,2015,medoids,48
rae dc,13.38640051521721,2015,medoids,48
correlation,0.011489195866223434,2016,medoids,48
nrmse dc,7.583989299552747,2016,medoids,48
rae dc,18.77563159647602,2016,medoids,48
correlation,0.0031317070875369613,2012,medoids,61
nrmse dc,3.266245819150767,2012,medoids,61
rae dc,7.166041656073024,2012,medoids,61
correlation,0.011067134252283894,2013,medoids,61
nrmse dc,2.9753454459787556,2013,medoids,61
rae dc,5.3812243173882415,2013,medoids,61
correlation,0.004970488057116529,2014,medoids,61
nrmse dc,4.904975287148732,2014,medoids,61
rae dc,9.169970097646203,2014,medoids,61
correlation,0.020415230398908208,2015,medoids,61
nrmse dc,6.743751359258199,2015,medoids,61
rae dc,14.12351032444594,2015,medoids,61
correlation,0.019091465083049968,2016,medoids,61
nrmse dc,7.124777140977119,2016,medoids,61
rae dc,15.547084454257517,2016,medoids,61
correlation,0.09135431913894221,2012,medoids,1
nrmse dc,12.073613580297655,2012,medoids,1
rae dc,6.711094703025786,2012,medoids,1
correlation,0.09434423446466245,2013,medoids,1
nrmse dc,12.969754728820627,2013,medoids,1
rae dc,5.347504587389836,2013,medoids,1
correlation,0.09509855164966312,2014,medoids,1
nrmse dc,14.54468158701718,2014,medoids,1
rae dc,8.6886931154375,2014,medoids,1
correlation,0.10375912576310542,2015,medoids,1
nrmse dc,15.81642645164134,2015,medoids,1
rae dc,13.941118411322615,2015,medoids,1
correlation,0.10660788261145852,2016,medoids,1
