metric,value,year,method,n_clusters
correlation,0.0041927392793525975,2014,centroids,16
nrmse dc,5.198338268619391,2014,centroids,16
rae dc,8.570924527992123,2014,centroids,16
correlation,0.020301053038922785,2015,centroids,16
nrmse dc,7.022602938350132,2015,centroids,16
rae dc,14.106814490549391,2015,centroids,16
correlation,0.018977287723064767,2016,centroids,16
nrmse dc,6.682556415007332,2016,centroids,16
rae dc,14.846651613526396,2016,centroids,16
correlation,0.0010703714052164488,2012,centroids,32
nrmse dc,2.9963216085301596,2012,centroids,32
rae dc,7.022835370033222,2012,centroids,32
correlation,0.006865055759530299,2013,centroids,32
nrmse dc,2.781549589950634,2013,centroids,32
rae dc,4.7768737650944795,2013,centroids,32
correlation,0.003881132071300253,2014,centroids,32
nrmse dc,4.962145522996961,2014,centroids,32
rae dc,8.95072298303174,2014,centroids,32
correlation,0.016213151906154688,2015,centroids,32
nrmse dc,6.593625732391135,2015,centroids,32
rae dc,13.160787624926776,2015,centroids,32
correlation,0.015276482053194615,2016,centroids,32
nrmse dc,6.80058340375885,2016,centroids,32
rae dc,15.26873058230789,2016,centroids,32
correlation,0.0035493578008687723,2012,centroids,48
nrmse dc,3.253423475041787,2012,centroids,48
rae dc,7.542373333739074,2012,centroids,48
correlation,0.004386069363877976,2013,centroids,48
nrmse dc,2.6968904407144656,2013,centroids,48
rae dc,4.580066896957709,2013,centroids,48
correlation,0.0066519421700142285,2014,centroids,48
nrmse dc,5.04062733485669,2014,centroids,48
rae dc,9.627302595497852,2014,centroids,48
correlation,0.013734165510502364,2015,centroids,48
nrmse dc,6.46068908054994,2015,centroids,48
rae dc,13.305925292369958,2015,centroids,48
correlation,0.015201440466494113,2016,centroids,48
nrmse dc,7.228452287428937,2016,centroids,48
rae dc,16.491516571381975,2016,centroids,48
correlation,0.0022140878063782177,2012,centroids,61
nrmse dc,3.0101244673081347,2012,centroids,61
rae dc,6.592866322380267,2012,centroids,61
correlation,0.005721339358368531,2013,centroids,61
nrmse dc,2.573054983224513,2013,centroids,61
rae dc,4.924041122748048,2013,centroids,61
correlation,0.0038870497542577618,2014,centroids,61
nrmse dc,4.751774721737514,2014,centroids,61
rae dc,9.120964149924829,2014,centroids,61
correlation,0.01506943550499292,2015,centroids,61
nrmse dc,6.3830285666350415,2015,centroids,61
rae dc,13.612042758311352,2015,centroids,61
correlation,0.014170199926645847,2016,centroids,61
nrmse dc,7.028849153653707,2016,centroids,61
rae dc,15.926194032701375,2016,centroids,61
correlation,0.06141071675694857,2012,centroids,2
nrmse dc,6.334608786620741,2012,centroids,2
rae dc,6.376803515801015,2012,centroids,2
correlation,0.06440063208266877,2013,centroids,2
nrmse dc,6.842182022604903,2013,centroids,2
rae dc,5.189924990649417,2013,centroids,2
correlation,0.06515494926766945,2014,centroids,2
nrmse dc,8.578165091570014,2014,centroids,2
rae dc,8.329180192530988,2014,centroids,2
correlation,0.07381552338111175,2015,centroids,2
nrmse dc,9.9926670711056,2015,centroids,2
rae dc,13.74048356717892,2015,centroids,2
correlation,0.0766642802294647,2016,centroids,2
nrmse dc,9.988143100888722,2016,centroids,2
rae dc,14.619695084781982,2016,centroids,2
correlation,0.012932680971070254,2012,centroids,4
nrmse dc,3.896782433298822,2012,centroids,4
rae dc,6.462178221916247,2012,centroids,4
correlation,0.015130956374026653,2013,centroids,4
nrmse dc,4.305055728138811,2013,centroids,4
rae dc,5.584049096565185,2013,centroids,4
correlation,0.014365762706100052,2014,centroids,4
nrmse dc,6.299931106867874,2014,centroids,4
rae dc,8.415341701178638,2014,centroids,4
correlation,0.02447905252065104,2015,centroids,4
nrmse dc,7.9008384054348495,2015,centroids,4
rae dc,13.703976402219979,2015,centroids,4
correlation,0.02587509366789531,2016,centroids,4
nrmse dc,7.608495660804422,2016,centroids,4
rae dc,14.698185017676492,2016,centroids,4
correlation,0.006646896509321265,2012,centroids,8
nrmse dc,3.1689640764126885,2012,centroids,8
rae dc,6.0814220855949275,2012,centroids,8
correlation,0.01071170024079482,2013,centroids,8
nrmse dc,3.571393862775126,2013,centroids,8
rae dc,5.794886588359835,2013,centroids,8
correlation,0.004477888911656088,2014,centroids,8
nrmse dc,5.50522559089134,2014,centroids,8
rae dc,8.284982075583807,2014,centroids,8
correlation,0.02005979638741921,2015,centroids,8
nrmse dc,7.296084850493986,2015,centroids,8
rae dc,13.878619247128599,2015,centroids,8
correlation,0.018736031071561188,2016,centroids,8
nrmse dc,6.888391941175455,2016,centroids,8
rae dc,14.2876142644512,2016,centroids,8
correlation,0.0031657291092593853,2012,centroids,16
nrmse dc,2.985670033355351,2012,centroids,16
rae dc,6.68585306272509,2012,centroids,16
correlation,0.009057330347854498,2013,centroids,16
nrmse dc,2.960503276056889,2013,centroids,16
rae dc,5.076278150723158,2013,centroids,16
correlation,0.0034429541734541567,2014,centroids,16
nrmse dc,4.978832982156264,2014,centroids,16
rae dc,8.616327340466297,2014,centroids,16
correlation,0.018405426494478887,2015,centroids,16
nrmse dc,6.715161375932207,2015,centroids,16
rae dc,13.316300337489858,2015,centroids,16
correlation,0.017081661178620866,2016,centroids,16
nrmse dc,6.782499554939899,2016,centroids,16
rae dc,14.908205117422275,2016,centroids,16
correlation,0.003204594950080001,2012,centroids,32
nrmse dc,3.3657975581118635,2012,centroids,32
rae dc,8.246365471992576,2012,centroids,32
correlation,0.006250984816078442,2013,centroids,32
nrmse dc,2.9314722142587986,2013,centroids,32
rae dc,5.737839097000254,2013,centroids,32
correlation,0.0016182809062728065,2014,centroids,32
nrmse dc,5.08583107642528,2014,centroids,32
rae dc,10.148331795866296,2014,centroids,32
correlation,0.014962088036787113,2015,centroids,32
nrmse dc,6.60857441013919,2015,centroids,32
rae dc,13.917538459810439,2015,centroids,32
correlation,0.013638322720929094,2016,centroids,32
nrmse dc,7.1428096341088265,2016,centroids,32
rae dc,16.47875914410475,2016,centroids,32
correlation,0.005232593036382645,2012,centroids,48
nrmse dc,2.7839197054559577,2012,centroids,48
rae dc,5.703380689204871,2012,centroids,48
correlation,0.011657984845249417,2013,centroids,48
nrmse dc,3.054261384384526,2013,centroids,48
rae dc,6.331235316725995,2013,centroids,48
correlation,0.008976825547103514,2014,centroids,48
nrmse dc,5.008187045905672,2014,centroids,48
rae dc,8.603744778980245,2014,centroids,48
correlation,0.021006080991873805,2015,centroids,48
nrmse dc,6.977633048412122,2015,centroids,48
rae dc,15.000799018247081,2015,centroids,48
correlation,0.020486156508898772,2016,centroids,48
nrmse dc,6.868267317107825,2016,centroids,48
rae dc,15.390920316647561,2016,centroids,48
correlation,0.004008468485799943,2012,centroids,61
nrmse dc,3.3466035804377334,2012,centroids,61
rae dc,7.9190283109901785,2012,centroids,61
correlation,0.003926958678946805,2013,centroids,61
nrmse dc,2.6074426317583312,2013,centroids,61
rae dc,4.3095317529919415,2013,centroids,61
correlation,0.005876643625027933,2014,centroids,61
nrmse dc,5.078561101572718,2014,centroids,61
rae dc,9.865101185403097,2014,centroids,61
correlation,0.013275054825571194,2015,centroids,61
nrmse dc,6.448820745616892,2015,centroids,61
rae dc,13.080951648748695,2015,centroids,61
correlation,0.01461514761064838,2016,centroids,61
nrmse dc,7.19937528403728,2016,centroids,61
rae dc,16.267931087669435,2016,centroids,61
correlation,0.061473150211082794,2012,centroids,2
nrmse dc,6.339015300942616,2012,centroids,2
rae dc,6.302538645529885,2012,centroids,2
correlation,0.06446306553680299,2013,centroids,2
nrmse dc,6.852983724899976,2013,centroids,2
rae dc,5.2580938295509485,2013,centroids,2
correlation,0.06521738272180366,2014,centroids,2
nrmse dc,8.58452107719237,2014,centroids,2
rae dc,8.25759120437033,2014,centroids,2
correlation,0.07387795683524596,2015,centroids,2
nrmse dc,10.00837538637827,2015,centroids,2
rae dc,13.803808633325945,2015,centroids,2
correlation,0.07672671368359892,2016,centroids,2
nrmse dc,9.988307496085739,2016,centroids,2
rae dc,14.544137323382984,2016,centroids,2
correlation,0.012094810583988203,2012,centroids,4
nrmse dc,3.8700286043374383,2012,centroids,4
rae dc,6.704596955652313,2012,centroids,4
correlation,0.01435294599925215,2013,centroids,4
nrmse dc,4.215621793786399,2013,centroids,4
rae dc,5.3036177694669755,2013,centroids,4
correlation,0.013069237714931884,2014,centroids,4
nrmse dc,6.219424705537939,2014,centroids,4
rae dc,8.644350204918902,2014,centroids,4
correlation,0.02370104214587654,2015,centroids,4
nrmse dc,7.784196774487943,2015,centroids,4
rae dc,13.436310309395239,2015,centroids,4
correlation,0.02457856867672714,2016,centroids,4
nrmse dc,7.610510095701181,2016,centroids,4
rae dc,14.937932254067738,2016,centroids,4
correlation,0.005719334125868558,2012,centroids,8
nrmse dc,3.3027342100356605,2012,centroids,8
rae dc,6.706281666558634,2012,centroids,8
correlation,0.013376770460255613,2013,centroids,8
nrmse dc,3.5524585579852466,2013,centroids,8
rae dc,5.495295779908626,2013,centroids,8
correlation,0.006517974873763451,2014,centroids,8
nrmse dc,5.494473273906827,2014,centroids,8
rae dc,8.661421301093554,2014,centroids,8
correlation,0.02272486660688,2015,centroids,8
nrmse dc,7.21855550258223,2015,centroids,8
rae dc,13.638086085511643,2015,centroids,8
correlation,0.02140110129102198,2016,centroids,8
nrmse dc,7.1200873882938,2016,centroids,8
rae dc,14.96235300148988,2016,centroids,8
correlation,0.004843561569420303,2012,centroids,16
nrmse dc,3.049011555699838,2012,centroids,16
rae dc,7.083268768987803,2012,centroids,16
correlation,0.008893452789923928,2013,centroids,16
nrmse dc,2.9980228139071046,2013,centroids,16
rae dc,5.388611310495747,2013,centroids,16
correlation,0.001740685348493809,2014,centroids,16
nrmse dc,5.015336763260642,2014,centroids,16
rae dc,9.007097614588826,2014,centroids,16
correlation,0.018241548936548318,2015,centroids,16
nrmse dc,6.748935393919601,2015,centroids,16
rae dc,13.526097404113807,2015,centroids,16
correlation,0.016917783620690297,2016,centroids,16
nrmse dc,6.869261226711086,2016,centroids,16
rae dc,15.304571591606352,2016,centroids,16
correlation,0.0030274275626297107,2012,centroids,32
nrmse dc,3.0861462109040416,2012,centroids,32
rae dc,6.819749132696899,2012,centroids,32
correlation,0.010962854727376459,2013,centroids,32
nrmse dc,3.3036106980370015,2013,centroids,32
rae dc,6.359364497658077,2013,centroids,32
correlation,0.006173502105236632,2014,centroids,32
nrmse dc,5.294364032422329,2014,centroids,32
rae dc,8.904576079436294,2014,centroids,32
correlation,0.02031095087400085,2015,centroids,32
nrmse dc,7.095704498604211,2015,centroids,32
rae dc,14.54546063217019,2015,centroids,32
correlation,0.018987185558142827,2016,centroids,32
nrmse dc,6.886577159487746,2016,centroids,32
rae dc,15.168333392050066,2016,centroids,32
correlation,0.005024259537574016,2012,centroids,48
nrmse dc,2.8979063141189116,2012,centroids,48
rae dc,6.217296272170643,2012,centroids,48
correlation,0.012959686702320764,2013,centroids,48
nrmse dc,2.9502783179427503,2013,centroids,48
rae dc,5.483424932374491,2013,centroids,48
correlation,0.005839643233746934,2014,centroids,48
nrmse dc,4.823399465176174,2014,centroids,48
rae dc,8.193654809644686,2014,centroids,48
correlation,0.022307782848945152,2015,centroids,48
nrmse dc,6.733681763983504,2015,centroids,48
rae dc,14.120111197566644,2015,centroids,48
correlation,0.020984017533087134,2016,centroids,48
nrmse dc,6.718454178917763,2016,centroids,48
rae dc,14.487202669869392,2016,centroids,48
correlation,0.002707584354671481,2012,centroids,61
nrmse dc,3.5138792401726513,2012,centroids,61
rae dc,8.660264054776574,2012,centroids,61
correlation,0.005227842810075267,2013,centroids,61
nrmse dc,2.5988736432369715,2013,centroids,61
rae dc,4.827418033012181,2013,centroids,61
correlation,0.0059953117341902855,2014,centroids,61
nrmse dc,5.121878589910594,2014,centroids,61
rae dc,10.558051687039006,2014,centroids,61
correlation,0.014575938956699655,2015,centroids,61
nrmse dc,6.2794448871397,2015,centroids,61
rae dc,13.067624783604238,2015,centroids,61
correlation,0.015675875756954654,2016,centroids,61
nrmse dc,7.294814144568147,2016,centroids,61
rae dc,16.937662098490893,2016,centroids,61
correlation,0.10045130027156224,2012,wards,2
nrmse dc,18.513354842216263,2012,wards,2
rae dc,46.954386903821785,2012,wards,2
correlation,0.09715095031354808,2013,wards,2
nrmse dc,19.829425033972125,2013,wards,2
rae dc,50.387308824043,2013,wards,2
correlation,0.1038795274416207,2014,wards,2
nrmse dc,22.33321198472768,2014,wards,2
rae dc,53.866926382575514,2014,wards,2
correlation,0.10012461474162619,2015,wards,2
nrmse dc,23.943616916617675,2015,wards,2
rae dc,60.165247630730256,2015,wards,2
correlation,0.10932609897153094,2016,wards,2
nrmse dc,22.842020544630145,2016,wards,2
rae dc,58.47628198377685,2016,wards,2
correlation,0.05762412131219478,2012,wards,4
nrmse dc,17.281091512766405,2012,wards,4
rae dc,46.54336651986639,2012,wards,4
correlation,0.05534764167702433,2013,wards,4
nrmse dc,18.762231962548018,2013,wards,4
rae dc,49.62353271132443,2013,wards,4
correlation,0.06105234848225324,2014,wards,4
nrmse dc,20.780509438298935,2014,wards,4
rae dc,52.87103367846789,2014,wards,4
correlation,0.0647625329754673,2015,wards,4
nrmse dc,22.618975806463016,2015,wards,4
rae dc,58.537272470420305,2015,wards,4
correlation,0.06761128982382025,2016,wards,4
nrmse dc,21.243373806974514,2016,wards,4
rae dc,57.17415793778692,2016,wards,4
correlation,0.05699217513882352,2012,wards,8
nrmse dc,20.02970406194964,2012,wards,8
rae dc,52.4966390432247,2012,wards,8
correlation,0.059982090464543725,2013,wards,8
nrmse dc,21.5475056410898,2013,wards,8
rae dc,55.515753940549985,2013,wards,8
correlation,0.06073640764954439,2014,wards,8
nrmse dc,24.015875841228482,2014,wards,8
rae dc,59.47185356813452,2014,wards,8
correlation,0.0693969817629867,2015,wards,8
nrmse dc,25.800819194376505,2015,wards,8
rae dc,65.12842226905342,2015,wards,8
correlation,0.07224573861133965,2016,wards,8
nrmse dc,24.23670193781741,2016,wards,8
rae dc,64.7177550300296,2016,wards,8
correlation,0.0915075339983787,2012,wards,16
nrmse dc,22.207282931545922,2012,wards,16
rae dc,57.614980699979846,2012,wards,16
correlation,0.09449744932409891,2013,wards,16
nrmse dc,23.723210847016954,2013,wards,16
rae dc,60.562519552221545,2013,wards,16
correlation,0.09525176650909957,2014,wards,16
nrmse dc,26.333126121193033,2014,wards,16
rae dc,64.8044802661171,2014,wards,16
correlation,0.10391234062254188,2015,wards,16
nrmse dc,28.057463443967265,2015,wards,16
rae dc,70.5723405887533,2015,wards,16
correlation,0.10676109747089484,2016,wards,16
nrmse dc,26.520227161869467,2016,wards,16
rae dc,70.35830714269557,2016,wards,16
correlation,0.10749650331862522,2012,wards,32
nrmse dc,18.83572510217047,2012,wards,32
rae dc,50.076231351883074,2012,wards,32
correlation,0.11048641864434543,2013,wards,32
nrmse dc,20.3720671491384,2013,wards,32
rae dc,53.6094912184813,2013,wards,32
correlation,0.11124073582934609,2014,wards,32
nrmse dc,22.855221873022668,2014,wards,32
rae dc,57.46731908454524,2014,wards,32
correlation,0.1199013099427884,2015,wards,32
nrmse dc,24.705318257240407,2015,wards,32
rae dc,64.02516570702475,2015,wards,32
correlation,0.12275006679114135,2016,wards,32
nrmse dc,23.131904268691585,2016,wards,32
rae dc,62.5647328743075,2016,wards,32
correlation,0.11240533229859621,2012,wards,48
nrmse dc,18.110331958087176,2012,wards,48
rae dc,45.84207194998546,2012,wards,48
correlation,0.11539524762431641,2013,wards,48
nrmse dc,18.949108194738873,2013,wards,48
rae dc,48.30503267176413,2013,wards,48
correlation,0.11614956480931708,2014,wards,48
nrmse dc,21.528395983260115,2014,wards,48
rae dc,51.931043478199,2014,wards,48
correlation,0.12481013892275938,2015,wards,48
nrmse dc,23.117573716373254,2015,wards,48
rae dc,59.244810064360024,2015,wards,48
correlation,0.12765889577111234,2016,wards,48
nrmse dc,22.81836737264824,2016,wards,48
rae dc,59.566695473527545,2016,wards,48
correlation,0.11242336105357136,2012,wards,61
nrmse dc,18.011631221323047,2012,wards,61
rae dc,46.19380107973077,2012,wards,61
correlation,0.11541327637929155,2013,wards,61
nrmse dc,19.428233795217878,2013,wards,61
rae dc,50.03455428758296,2013,wards,61
correlation,0.11616759356429222,2014,wards,61
nrmse dc,22.062207789018704,2014,wards,61
rae dc,53.71480564834218,2014,wards,61
correlation,0.12482816767773453,2015,wards,61
nrmse dc,23.78516289832189,2015,wards,61
rae dc,60.68141965725039,2015,wards,61
correlation,0.12767692452608748,2016,wards,61
nrmse dc,22.289265355758037,2016,wards,61
rae dc,58.60805949993889,2016,wards,61
correlation,0.10045130027156224,2012,wards,2
nrmse dc,18.513354842216263,2012,wards,2
rae dc,46.954386903821785,2012,wards,2
correlation,0.09715095031354808,2013,wards,2
nrmse dc,19.829425033972125,2013,wards,2
rae dc,50.387308824043,2013,wards,2
correlation,0.1038795274416207,2014,wards,2
nrmse dc,22.33321198472768,2014,wards,2
rae dc,53.866926382575514,2014,wards,2
correlation,0.10012461474162619,2015,wards,2
nrmse dc,23.943616916617675,2015,wards,2
rae dc,60.165247630730256,2015,wards,2
correlation,0.10932609897153094,2016,wards,2
nrmse dc,22.842020544630145,2016,wards,2
rae dc,58.47628198377685,2016,wards,2
correlation,0.05762412131219478,2012,wards,4
nrmse dc,17.281091512766405,2012,wards,4
rae dc,46.54336651986639,2012,wards,4
correlation,0.05534764167702433,2013,wards,4
nrmse dc,18.762231962548018,2013,wards,4
rae dc,49.62353271132443,2013,wards,4
correlation,0.06105234848225324,2014,wards,4
nrmse dc,20.780509438298935,2014,wards,4
rae dc,52.87103367846789,2014,wards,4
correlation,0.0647625329754673,2015,wards,4
nrmse dc,22.618975806463016,2015,wards,4
rae dc,58.537272470420305,2015,wards,4
correlation,0.06761128982382025,2016,wards,4
nrmse dc,21.243373806974514,2016,wards,4
rae dc,57.17415793778692,2016,wards,4
correlation,0.05699217513882352,2012,wards,8
nrmse dc,20.02970406194964,2012,wards,8
rae dc,52.4966390432247,2012,wards,8
correlation,0.059982090464543725,2013,wards,8
nrmse dc,21.5475056410898,2013,wards,8
rae dc,55.515753940549985,2013,wards,8
correlation,0.06073640764954439,2014,wards,8
nrmse dc,24.015875841228482,2014,wards,8
rae dc,59.47185356813452,2014,wards,8
correlation,0.0693969817629867,2015,wards,8
nrmse dc,25.800819194376505,2015,wards,8
rae dc,65.12842226905342,2015,wards,8
correlation,0.07224573861133965,2016,wards,8
nrmse dc,24.23670193781741,2016,wards,8
rae dc,64.7177550300296,2016,wards,8
correlation,0.0915075339983787,2012,wards,16
nrmse dc,22.207282931545922,2012,wards,16
rae dc,57.614980699979846,2012,wards,16
correlation,0.09449744932409891,2013,wards,16
nrmse dc,23.723210847016954,2013,wards,16
rae dc,60.562519552221545,2013,wards,16
correlation,0.09525176650909957,2014,wards,16
nrmse dc,26.333126121193033,2014,wards,16
rae dc,64.8044802661171,2014,wards,16
correlation,0.10391234062254188,2015,wards,16
nrmse dc,28.057463443967265,2015,wards,16
rae dc,70.5723405887533,2015,wards,16
correlation,0.10676109747089484,2016,wards,16
nrmse dc,26.520227161869467,2016,wards,16
rae dc,70.35830714269557,2016,wards,16
correlation,0.10749650331862522,2012,wards,32
nrmse dc,18.83572510217047,2012,wards,32
rae dc,50.076231351883074,2012,wards,32
correlation,0.11048641864434543,2013,wards,32
nrmse dc,20.3720671491384,2013,wards,32
rae dc,53.6094912184813,2013,wards,32
correlation,0.11124073582934609,2014,wards,32
nrmse dc,22.855221873022668,2014,wards,32
rae dc,57.46731908454524,2014,wards,32
correlation,0.1199013099427884,2015,wards,32
nrmse dc,24.705318257240407,2015,wards,32
rae dc,64.02516570702475,2015,wards,32
correlation,0.12275006679114135,2016,wards,32
nrmse dc,23.131904268691585,2016,wards,32
rae dc,62.5647328743075,2016,wards,32
correlation,0.11240533229859621,2012,wards,48
nrmse dc,18.110331958087176,2012,wards,48
rae dc,45.84207194998546,2012,wards,48
correlation,0.11539524762431641,2013,wards,48
nrmse dc,18.949108194738873,2013,wards,48
rae dc,48.30503267176413,2013,wards,48
correlation,0.11614956480931708,2014,wards,48
nrmse dc,21.528395983260115,2014,wards,48
rae dc,51.931043478199,2014,wards,48
correlation,0.12481013892275938,2015,wards,48
nrmse dc,23.117573716373254,2015,wards,48
rae dc,59.244810064360024,2015,wards,48
correlation,0.12765889577111234,2016,wards,48
nrmse dc,22.81836737264824,2016,wards,48
rae dc,59.566695473527545,2016,wards,48
correlation,0.11242336105357136,2012,wards,61
nrmse dc,18.011631221323047,2012,wards,61
rae dc,46.19380107973077,2012,wards,61
correlation,0.11541327637929155,2013,wards,61
nrmse dc,19.428233795217878,2013,wards,61
rae dc,50.03455428758296,2013,wards,61
correlation,0.11616759356429222,2014,wards,61
nrmse dc,22.062207789018704,2014,wards,61
rae dc,53.71480564834218,2014,wards,61
correlation,0.12482816767773453,2015,wards,61
nrmse dc,23.78516289832189,2015,wards,61
rae dc,60.68141965725039,2015,wards,61
correlation,0.12767692452608748,2016,wards,61
nrmse dc,22.289265355758037,2016,wards,61
rae dc,58.60805949993889,2016,wards,61
correlation,0.10045130027156224,2012,wards,2
nrmse dc,18.513354842216263,2012,wards,2
rae dc,46.954386903821785,2012,wards,2
correlation,0.09715095031354808,2013,wards,2
nrmse dc,19.829425033972125,2013,wards,2
rae dc,50.387308824043,2013,wards,2
correlation,0.1038795274416207,2014,wards,2
nrmse dc,22.33321198472768,2014,wards,2
rae dc,53.866926382575514,2014,wards,2
correlation,0.10012461474162619,2015,wards,2
nrmse dc,23.943616916617675,2015,wards,2
rae dc,60.165247630730256,2015,wards,2
correlation,0.10932609897153094,2016,wards,2
nrmse dc,22.842020544630145,2016,wards,2
rae dc,58.47628198377685,2016,wards,2
correlation,0.05762412131219478,2012,wards,4
nrmse dc,17.281091512766405,2012,wards,4
rae dc,46.54336651986639,2012,wards,4
correlation,0.05534764167702433,2013,wards,4
nrmse dc,18.762231962548018,2013,wards,4
rae dc,49.62353271132443,2013,wards,4
correlation,0.06105234848225324,2014,wards,4
nrmse dc,20.780509438298935,2014,wards,4
rae dc,52.87103367846789,2014,wards,4
correlation,0.0647625329754673,2015,wards,4
nrmse dc,22.618975806463016,2015,wards,4
rae dc,58.537272470420305,2015,wards,4
correlation,0.06761128982382025,2016,wards,4
nrmse dc,21.243373806974514,2016,wards,4
rae dc,57.17415793778692,2016,wards,4
correlation,0.05699217513882352,2012,wards,8
nrmse dc,20.02970406194964,2012,wards,8
rae dc,52.4966390432247,2012,wards,8
correlation,0.059982090464543725,2013,wards,8
nrmse dc,21.5475056410898,2013,wards,8
rae dc,55.515753940549985,2013,wards,8
correlation,0.06073640764954439,2014,wards,8
nrmse dc,24.015875841228482,2014,wards,8
rae dc,59.47185356813452,2014,wards,8
correlation,0.0693969817629867,2015,wards,8
nrmse dc,25.800819194376505,2015,wards,8
rae dc,65.12842226905342,2015,wards,8
correlation,0.07224573861133965,2016,wards,8
nrmse dc,24.23670193781741,2016,wards,8
rae dc,64.7177550300296,2016,wards,8
correlation,0.0915075339983787,2012,wards,16
nrmse dc,22.207282931545922,2012,wards,16
rae dc,57.614980699979846,2012,wards,16
correlation,0.09449744932409891,2013,wards,16
nrmse dc,23.723210847016954,2013,wards,16
rae dc,60.562519552221545,2013,wards,16
correlation,0.09525176650909957,2014,wards,16
nrmse dc,26.333126121193033,2014,wards,16
rae dc,64.8044802661171,2014,wards,16
correlation,0.10391234062254188,2015,wards,16
nrmse dc,28.057463443967265,2015,wards,16
rae dc,70.5723405887533,2015,wards,16
correlation,0.10676109747089484,2016,wards,16
nrmse dc,26.520227161869467,2016,wards,16
rae dc,70.35830714269557,2016,wards,16
correlation,0.10749650331862522,2012,wards,32
nrmse dc,18.83572510217047,2012,wards,32
rae dc,50.076231351883074,2012,wards,32
correlation,0.11048641864434543,2013,wards,32
nrmse dc,20.3720671491384,2013,wards,32
rae dc,53.6094912184813,2013,wards,32
correlation,0.11124073582934609,2014,wards,32
nrmse dc,22.855221873022668,2014,wards,32
rae dc,57.46731908454524,2014,wards,32
correlation,0.1199013099427884,2015,wards,32
nrmse dc,24.705318257240407,2015,wards,32
rae dc,64.02516570702475,2015,wards,32
correlation,0.12275006679114135,2016,wards,32
nrmse dc,23.131904268691585,2016,wards,32
rae dc,62.5647328743075,2016,wards,32
correlation,0.11240533229859621,2012,wards,48
nrmse dc,18.110331958087176,2012,wards,48
rae dc,45.84207194998546,2012,wards,48
correlation,0.11539524762431641,2013,wards,48
nrmse dc,18.949108194738873,2013,wards,48
rae dc,48.30503267176413,2013,wards,48
correlation,0.11614956480931708,2014,wards,48
nrmse dc,21.528395983260115,2014,wards,48
rae dc,51.931043478199,2014,wards,48
correlation,0.12481013892275938,2015,wards,48
nrmse dc,23.117573716373254,2015,wards,48
rae dc,59.244810064360024,2015,wards,48
correlation,0.12765889577111234,2016,wards,48
nrmse dc,22.81836737264824,2016,wards,48
rae dc,59.566695473527545,2016,wards,48
correlation,0.11242336105357136,2012,wards,61
nrmse dc,18.011631221323047,2012,wards,61
rae dc,46.19380107973077,2012,wards,61
correlation,0.11541327637929155,2013,wards,61
nrmse dc,19.428233795217878,2013,wards,61
rae dc,50.03455428758296,2013,wards,61
correlation,0.11616759356429222,2014,wards,61
nrmse dc,22.062207789018704,2014,wards,61
rae dc,53.71480564834218,2014,wards,61
correlation,0.12482816767773453,2015,wards,61
nrmse dc,23.78516289832189,2015,wards,61
rae dc,60.68141965725039,2015,wards,61
correlation,0.12767692452608748,2016,wards,61
nrmse dc,22.289265355758037,2016,wards,61
rae dc,58.60805949993889,2016,wards,61
correlation,0.10045130027156224,2012,wards,2
nrmse dc,18.513354842216263,2012,wards,2
rae dc,46.954386903821785,2012,wards,2
correlation,0.09715095031354808,2013,wards,2
nrmse dc,19.829425033972125,2013,wards,2
rae dc,50.387308824043,2013,wards,2
correlation,0.1038795274416207,2014,wards,2
nrmse dc,22.33321198472768,2014,wards,2
rae dc,53.866926382575514,2014,wards,2
correlation,0.10012461474162619,2015,wards,2
nrmse dc,23.943616916617675,2015,wards,2
rae dc,60.165247630730256,2015,wards,2
correlation,0.10932609897153094,2016,wards,2
nrmse dc,22.842020544630145,2016,wards,2
rae dc,58.47628198377685,2016,wards,2
correlation,0.05762412131219478,2012,wards,4
nrmse dc,17.281091512766405,2012,wards,4
rae dc,46.54336651986639,2012,wards,4
correlation,0.05534764167702433,2013,wards,4
nrmse dc,18.762231962548018,2013,wards,4
rae dc,49.62353271132443,2013,wards,4
correlation,0.06105234848225324,2014,wards,4
nrmse dc,20.780509438298935,2014,wards,4
rae dc,52.87103367846789,2014,wards,4
correlation,0.0647625329754673,2015,wards,4
nrmse dc,22.618975806463016,2015,wards,4
rae dc,58.537272470420305,2015,wards,4
correlation,0.06761128982382025,2016,wards,4
nrmse dc,21.243373806974514,2016,wards,4
rae dc,57.17415793778692,2016,wards,4
correlation,0.05699217513882352,2012,wards,8
nrmse dc,20.02970406194964,2012,wards,8
rae dc,52.4966390432247,2012,wards,8
correlation,0.059982090464543725,2013,wards,8
nrmse dc,21.5475056410898,2013,wards,8
rae dc,55.515753940549985,2013,wards,8
correlation,0.06073640764954439,2014,wards,8
nrmse dc,24.015875841228482,2014,wards,8
rae dc,59.47185356813452,2014,wards,8
correlation,0.0693969817629867,2015,wards,8
nrmse dc,25.800819194376505,2015,wards,8
rae dc,65.12842226905342,2015,wards,8
correlation,0.07224573861133965,2016,wards,8
nrmse dc,24.23670193781741,2016,wards,8
rae dc,64.7177550300296,2016,wards,8
correlation,0.0915075339983787,2012,wards,16
nrmse dc,22.207282931545922,2012,wards,16
rae dc,57.614980699979846,2012,wards,16
correlation,0.09449744932409891,2013,wards,16
nrmse dc,23.723210847016954,2013,wards,16
rae dc,60.562519552221545,2013,wards,16
correlation,0.09525176650909957,2014,wards,16
